preprocessed_comment,target
اوۓ گشتی بچے انکی اوازیں لہجے بات بھوسڑی پاکستان کونسے لہجہ بعلا جاتا کنجرالدولہ تعلیم ساتھ عقل کمی ہاں یاد ایا تیرے دماغ شریانیں بند بندر بچہ,1.0
سال کرونا کیوجہ کام رکا رہا واپس پابندیاں نرم ہونے بعد گشتی بچہ سعودیہ نوکریاں مانگتا,1.0
لگتا ساری دنیا نہیں پتا کنجری مراسی بچہ تیری گشتی بہن کبری خان بوٹوں والوں خوب بجوایی پانی باجی دفاع گشتی خود نام لیکر پھنس,1.0
فضل الرحمان ڈیزل خطاب خواجہ اصف دیا رفیق تارڑ بریف کیس مولوی زرداری کہا بنگالیوں سور بچہ بھٹو کہا نظیر پیلی ٹیکسی رانا ثنا کہا نصرت بھٹو گشتی نون لیگ کہا,1.0
تیری ماں یہی شوق ھیرا منڈی گیٹ تیری ماں پھدی لٹکی ھویی ھیرا منڈی مشہوری لیے گشتی بچہ باتیں رہا ماں جوانی یاروں خود اتا رہا اسی کمایی ماں لوڑے یہاں پہنچا باتیں,1.0
نکل گشتی بچہ پٹواریوں امیوں موجودہ صورتحال مگر عوام ووٹ جگہ لنڈ ڈالنے تیار,1.0
کسی خالص گشتی بچہ پول کھل گیا,1.0
گشتی بچہ ماں بہن رینٹ دستیاب چاہیے مجھ رابطہ,1.0
اپنی بہن پیش گشتی بچے گشتی بچہ,1.0
تیری ماں بھاگ گھر گشتی بچہ اسے سمنبھالتا,1.0
گانڈو بچے سنو اپنا کنجروڑ باپ کنجری تخم خرامی النسل کتوری بچہ گشتی عورت جنا دلال انسان منہ کتے بندھے رہتے ٹایم چوتییے اپنا سارا خاندان بھرتی کروایا چوتییے گانڈو گندہ تخم یہاں باتیں رہا,1.0
گشتی رنڈی بچہ مولانا زانی مدرسے لڑکوں کیساتھ زنا کرنا خبیث رگوں شامل کیونکہ ابا گانڈو,1.0
بیگم صفدر اعوان رنڈی طوایف کنجری گشتی نہیں پوری جماعت یہی حالت لیگ کاافیشل ٹویٹر اکاونٹ ھےلگتاھےاس ہیرامنڈی کسی سستی طوایف بچہ بیٹھاچلا رھا افیشل پیج حالت بیگم صفدر اعوان دلالوں کنیزوں گلہ,1.0
رندی بچہ تمہاری ماں مٹھ مارو جنم دیا ٹیکسی عورت بچہ گشتی عورت بچہ بڑا غدار نہیں کیسا محب وطن غدار تمھاری ساری زندگی لعنت تمھاری سوچ لعنت تمہاری نسل لعنت اتنا بہت سناو ٹیکسی عورت بچہ,1.0
غیرت گشتی بچہ کہانی موڑ یوتھیوں چوتیا بنایے ہندوستان پیچھے لگا,1.0
گشتی پٹھانی بچہ طالبان بڑا سہولتکار اسکو پہلے گرفتار,1.0
عمران خود گشتی بچہ تیری چکلے باس گھریلو کہتا موازنہ مریم,1.0
عمران خود گشتی بچہ تیری چکلے باس گھریلو کہتا موازنہ مریم ہوے بےغیرت اپنا ماضی دیکھ,1.0
اوے یعنی کنجر اولادوں نکلے مجھے ویسے ڈاکٹر ارسلان بہت ننگے ایسے عورتوں پاکستان فخر سمجھتا مطلب طوایف گشتی بچہ فخر ہونا چاھیے,1.0
کسی گشتی بچہ مراد سعید ریکارڈ یاد کتے نسل اپنے امی نظر رکھوں شلوار چوک لٹکی,1.0
اوۓ کسی سستی گشتی بچے تیرے حرام زادے خاین ابھی کسی بات تردید نہی بلکہ کہا عیبوں پردہ ڈالو عقل بچہ سیاست گھسیٹ لایا دلے انسان بحث بات اتنے غلیظ کردار انسان سیاست بچے خراب کرنے اختیار ملا,1.0
بڑوا سالہ گشتی بچہ شریف خاندان چمچہ مادر چود,1.0
کتے پتر گشتی بچہ اوارہ عورت دگڑ دلا بچہ لفافہ,1.0
بیغرت غدار کرپٹ ایاز صادق گشتی بچہ حرام اولاد,1.0
ٹوییٹ مزاق تنگ دماغوں جدا کرنے ایے تمہاری پینوں جوتیوں سمیت چڑھ جاونگا نجری بچوں,1.0
حرامی حرامی بولتے جایے عدالت نظام گانڈو,1.0
اسمبلی پتہ نہی تیرے گھر جایے تیری نکی باجی مکدرا مارا,1.0
اللہ شان تیری تجھی زیبا نیازی جوش تقاضے صال,0.0
عرش ایمن میہمانی لطف دنصیب یہے,0.0
رات شوہر تمھاری گرم تالاب اپنے غوطے دییے,1.0
فوج نہیں چٹوایے بوٹ چاٹتے چاٹتے ٹٹے منہ لیتے,1.0
جلوہ ارا صاف وسی فرمادیا الل شجر بول ٹھا تیرے یوں,0.0
عرش ایمن میہمانی لطف نصیب,0.0
تیری پین نوں کون سرمایہ کاری تیری اماں تیری پین چکلہ کھول سرمایہ کاری پین داری جھوٹ اوپڑ گنجا,1.0
تیری ماں دینے مزہ کسی نہیں کبری تارڑ,1.0
غیرت اپنے باپ کتا بنا دیا تیری پین تیری اماں لول,1.0
جلوہ ارا صاف وسی فرمادیا الل شجر بول ٹھا تیرے یوں یرنگیاں وبسو الل الل الل الل,0.0
مجھے لاو ملک بیڑہ غرق کرواو گڑا نیازی,1.0
کھلے جاتے اسرار نہانی گیا حدیث ترانی,0.0
مھنی ھمم نیندمیں یہی میکب کپی پنھ ہکپ جھگی مججنمی,1.0
الص حضرت امام علی علیہ السلام فرمایا تمہی,0.0
عـوذ الله الش ـطان الر جیـم الل الر الر نہوں یہی کہا موسی,0.0
عـوذ الله الش ـطان الر جیـم الل الر الر انہوں جواب دیا,0.0
جنت جانے قیمت قال الامام العلی علیہ السلام الص,0.0
ہزاروں سال نرگس اپنی نوری روتی بڑی مشکل ہوتا چمن دھی پیدا,1.0
کھسرا نما شکل جیسے کسی زبردستی منہ گھسایاہو کنجری عورت تمہیں نہی پتہ افغانستان امنی وجہ پاکستان خاص متاثر بھاگ سندھ بیٹھ جاتے مرتے غریب پٹھان لعنت تمہاری شکل دوجنسی گشتی,1.0
گورنمنٹ اسٹیبلشمنٹ فرخ عباسی باجی خان لیو بھینڑ چود کتورے,1.0
خود لڑکیاں پسند پچھلے سوراخ ڈالا جایے,1.0
مسیلہ ہمیں منافقت سبق اپنے مفاد مقدس بنا پڑھایے پڑھایے چڑھ کعبے,1.0
مادر چودوں پتہ نہیں مادر چود اسٹیبلشمنٹ پیداوار,1.0
پولا اپنا دانتوں سوری زبان دانتوں دبا عمران علیمہ ساتھ ویڈیو,1.0
کعبے سعادت نام منافق ڈرامہ بازی اسکی سعادت میرے بھلے ارمی چیف حضرت محمد منافق کعبے پردے قتل کرنے حکم دیا منافق کعبے سعادتمند نہی جاتا ڈرامے باز ہوتا سنت رسول برے کعبہ برا,0.0
سعد رضوی اسکی فوج بنڈ مار قید ساتھ ویڈیو بنا منافق ابن منافق سعد رضوی اسکا باپ دگڑ دلہ فوج پالتو کتا کتے موت مارا اسے,1.0
نام کڑوا رکھا نہیں سکتے,1.0
تیری ماں ھونی مید نال ساڈے توں ماریا لنگڑا شیطان,1.0
نیے مزا نہیں قوم یوتھ سوار رھی,1.0
ساڈا خیال تیری جمن والی تیری پین نوں تیرے منہ,1.0
کبھی نہیں پسند منگنی شادی اسی کبھی نہیں چھوڑوں,1.0
شاباشے امید چدنےکے بعد منگیتر نہیں لیا شادی اسی کرنی چھوڑ نہیں دینا,1.0
اعظم تارڈ اٹارنی جنرل لگا دیں بندیال,1.0
ریاض الیا باز اجا قابو گیا اگلیا تیری بونڈ ویچ ہون مرچا کھوتے دینا,1.0
کچھ اپنی عمر لحاظ لیا اپنی زبان چیک اتنی زبانی رانا ثنا اللہ دھکمی دیتا رانا ثنا اللہ برابر نہیں رانا ثنا اللہ تیرے بڑا,1.0
اچھا تیری ماں عمرنڈاو گانڈاو ڈکیت ناجایز بیوی تیری بیوی پھدی بلکہ تیرے پورے خاندان عورتوں تیرے سامنے پھدی ڈال,1.0
مطلب تیری بیوی پھدی اپنی ماں بیٹی بہنوں بیوی چوک اسلام اباد چھودنے لیے ساتھ جاتے مریم تیری باجی کنجری بچہ,1.0
لفافوں غیرتی اندازہ بات لگایا سکتا امپورٹڈ حکومت لایا گیا لفافوں شور مچایا اچھا اسحاق ڈالر لایا گیا لفافوں شور مچایا اچھا جایے بھیک مانگ لفافوں رونا,1.0
فوجی کتے نہیں مانتے کتا اپنے مالک کاٹنا شروع کتے مالک دفع دیتا یہاں کتے کاٹت,1.0
اونا لنگڑیاں ماں ڑیا ہویا اجے,1.0
میرا یقین کرتا بات کھسروں بنڈیں مارنے والا دگڑ دلا,1.0
خان چڑھ تمہارے جیسوں بہن چودنے لیے کچے کنوارے کافی,1.0
رسول الله ہمیں صاف پیغام نصیحت چھوڑ فرمایا الله تمہارے درمیان چیزیں چھوڑے رہا انہیں مضبوطی پکڑے رہو ہرگز گمراہ نہیں,0.0
فرانس گستاخ ماں دیا گیا ٹٹی قادیانی کانے لیٹرین خلیفہ پیروکار,1.0
گشتی نہیں اتی لینے جگہ پہنچ,1.0
نیازی بھاگ چڑھتے سرور ملتا,1.0
تیرے ضمیر پھودی سالی ضمیرتم اسی وقت جاگتا پہلے انجوایے,1.0
اجو مزہ کھیرے نہیں ترسا,1.0
فیر جیڑا تیری ماں ٹھوکو تیری پین جیڑا کاریگر لندن یورپ,1.0
چار انٹرنیشنل سچاییاں مصبیت اچانک کھڑے جاتے غریب ممے ہمیشہ دباہے جاتے سانپ پھدی جہاں ملے مار سرکاری کام ٹھٹے ہمیشہ لٹکے رہتے,1.0
ماں ارمی کتا جھوٹ بول رہا خان فایرنگ وقار ستی باجوہ زردری نواز ڈیزل سیب کتے شامل,1.0
مسیلہ ہمیں منافقت سبق اپنے مفاد مقدس بنا پڑھایے پڑھایے چڑھ کعبے سعادت حضرت محمد کعبے غلاف چھپے منافق قتل کرنے حکم دیا,1.0
تیری کالی پھدی کھجلی صرف کھوتے ختم سکتا,1.0
نہیں ساتھ ہوے ٹٹے بگاڑ دیے گشتی,1.0
تیری کالی پھدی کھجلی صرف کھوتے سکتا,1.0
الله جدم کروب اولام نکوب الص لاہ على الن بیصلى الله علیه وسلمالا الله اطب الد افر اومخر اللہ قسمایساشخص نےاپنےاوپر نبی درود پڑھنا لازم قرار دیاہو زدہ مصیبت زدہ نہیں ملے بلکہ اللہ تعالی دنیا طباق سےفرحت راستے نکالتے,0.0
یاد رکھیو بھڑویوعمران خان ساڈی رڈلایین توہاڈی پیہن پھدا اگاں ہاتھ ویکھو سہی توہاڈی پیہن نوں حرام خور بیہن چود,1.0
فوجی کتے نہیں مانتے کتا اپنے مالک کاٹنا شروع کتے مالک دفع دیتا یہاں کتے کاٹتے مارتے ننگا سیدھی بات عوام لکھتے ہاہاہاہاہاہاہا,1.0
کھلے جاتے اسرار نہانی گیا حدیث ترانی خودی پہلے نمودار مہدی زمانی اخری زمانے,0.0
توہاڈی پیہن پھدا ماریا حرام خورو فیصلو بابری انجمن لونڈی باجوے توہاڈی پیہن پھدا ماراں جیڑیاں توہاڈیاں بچیاں دیاں چڈیاں اییاں نےنا اوی ساڈے خون پسینے کمای توہاڈی پیہن پھدے ویچ ماراں دلیو,1.0
چھاڑ چھوڑ دیا جاو ہیرا منڈی واپس,1.0
چھاڑ چھوڑ دیا جاو اپنی ہیرا منڈی واپس,1.0
سیلابزدگان ڈالروں امداد منظور مریم نواز فرمایش امدادی رقم پرتعیش چارٹر جہاز کروایا جینیو,0.0
بوٹا جوینی حال محرم ملیا ملیا لینی,1.0
سال کچھ کام نہیں کیجے اکھاڑ گےاب ادارے کرپٹ پاکستان کےان اچھا انگران حکومت بات,1.0
چوسنی جدوں تیرا دودھ سواد وندا,1.0
تواڈی بہن نوں پنجابیوں بہن چود انڈیا حلال خور کتے,1.0
پین نوں لینیاں اپنا عوام پین پیش,1.0
گرم ابھی تیری بات انگلی اگے نکل گیی,1.0
بات پہلے تیری سگی بہن خوشنما پٹھانی پیچھے نکلی گول مٹول نرم گرم لال گلال پٹھانی بنڈ جاۓ,1.0
شکرن جزی یعنی ازطرف الجاسر جانے ادا لیا میرا نام دنیا سمجھ ترا,0.0
پنجاب بڑا ڈاکو کون پھدی لینی دیا,1.0
